
Start setting up!
returned r= 0LISA Corrupted (0):  ¡¢£¤¥¦§¨©ª«¬­®¯PQRSTUVWXYZ[\]^_
Polling edge...

Done setting up!
11196021078,193,1
11196041075,194,0
11196061072,195,1
11196081075,196,1
11196101073,197,0
11196121076,198,0
11196141076,199,0
11196161076,200,0
11196181077,201,1
11196201077,202,0
11196221076,203,1
11196241075,204,1
11196261077,205,0
11196281073,206,0
11196301075,207,1
11196321076,208,0
11196341076,209,1
11196361076,210,0
11196381078,211,1
11196401074,212,1
11196421077,213,0
11196441082,214,1
11196461082,215,0
11196481083,216,0
11196501078,217,1
11196521076,218,0
11196541076,219,1
11196561075,220,1
11196581076,221,0
11196601075,222,1
11196621075,223,1
11196641075,224,0
11196661076,225,1
11196681077,226,0
11196701073,227,1
11196721077,228,1
11196741075,229,1
11196761075,230,0
11196781074,231,0
11196801075,232,0
11196821075,233,1
11196841075,234,0
11196861079,235,1
11196881074,236,1
11196901076,237,1
11196921075,238,0
11196941076,239,1
11196961075,240,0
11196981077,241,1
11197001075,242,0
11197021079,243,1
11197041083,244,1
11197061081,245,1
11197081078,246,1
11197101075,247,0
11197121079,248,0
11197141075,249,1
11197161076,250,0
11197181076,251,1
11197201075,252,1
11197221078,253,1
11197241074,254,1
11197261076,255,1
11197281074,256,0
11197301074,257,1
11197321075,258,0
11197341076,259,0
11197361075,260,0
11197381076,261,0
11197401078,262,1
11197421077,263,1
11197441076,264,0
11197461075,265,1
11197481075,266,1
11197501076,267,0
11197521075,268,0
11197541076,269,0
11197561077,270,0
11197581076,271,1
11197601076,272,0
11197621082,273,1
11197641080,274,1
11197661081,275,1
11197681081,276,0
11197701079,277,0
11197721075,278,1
11197741077,279,0
11197761073,280,0
11197781076,281,1
11197801075,282,1
11197821076,283,1
11197841075,284,0
11197861076,285,1
11197881077,286,1
11197901074,287,0
11197921075,288,0
11197941074,289,0
11197961076,290,1
11197981076,291,1
11198001076,292,0
11198021078,293,1
11198041078,294,1
11198061074,295,1
11198081077,296,1
11198101075,297,0
11198121076,298,1
11198141076,299,1
11198161076,300,1
11198181075,301,0
11198201078,302,0
11198221075,303,1
11198241083,304,1
11198261079,305,0
11198281078,306,1
11198301077,307,0
11198321078,308,1
11198341076,309,1
11198361078,310,1
11198381077,311,1
11198401075,312,1
11198421074,313,0
11198441076,314,1
11198461074,315,0
11198481075,316,0
11198501075,317,0
11198521076,318,1
11198541074,319,0
11198561076,320,0
11198581076,321,0
11198601077,322,1
11198621077,323,1
11198641076,324,0
11198661077,325,0
11198681080,326,0
11198701079,327,0
11198721074,328,1
11198741078,329,0
11198761075,330,1
11198781075,331,1
11198801076,332,1
11198821078,333,0
11198841081,334,1
11198861081,335,1
11198881081,336,0
11198901077,337,0
11198921076,338,1
11198941077,339,1
11198961076,340,0
11198981075,341,1
11199001077,342,0
11199021078,343,0
11199041076,344,1
11199061077,345,0
11199081076,346,1
11199101077,347,1
11199121075,348,0
11199141074,349,1
11199161076,350,1
11199181075,351,0
11199201076,352,0
11199221076,353,0
11199241077,354,1
11199261075,355,1
11199281076,356,0
11199301075,357,0
11199321075,358,0
11199341076,359,0
11199361075,360,1
11199381074,361,0
11199401076,362,1
11199421078,363,0
11199441079,364,1
11199461079,365,1
11199481079,366,1
11199501078,367,1
11199521078,368,1
11199541077,369,0
11199561075,370,1
11199581075,371,0
11199601073,372,1
11199621076,373,0
11199641075,374,0
11199661075,375,1
11199681075,376,1
11199701076,377,0
11199721075,378,1
11199741076,379,0
11199761076,380,0
11199781074,381,1
11199801077,382,0
11199821076,383,1
11199841076,384,0
11199861078,385,0
11199881075,386,1
11199901079,387,0
11199921075,388,1
11199941078,389,0
11199961076,390,0
11199981078,391,1
11200001075,392,1
11200021081,393,0
11200041081,394,1
11200061086,395,0
11200081079,396,1
11200101079,397,0
11200121076,398,1
11200141078,399,0
11200161075,400,1
11200181076,401,0
11200201079,402,1
11200221075,403,0
11200241076,404,1
11200261073,405,1
11200281075,406,1
11200301075,407,1
11200321076,408,1
11200341076,409,0
11200361075,410,1
11200381075,411,0
11200401075,412,0
11200421075,413,0
11200441076,414,0
11200461075,415,1
11200481075,416,1
11200501073,417,0
11200521074,418,1
11200541076,419,0
11200561076,420,0
11200581075,421,1
11200601078,422,1
11200621075,423,0
11200641081,424,1
11200661081,425,0
11200681072,426,1
11200701079,427,0
11200721076,428,1
11200741074,429,0
11200761076,430,0
11200781074,431,0
11200801075,432,0
11200821076,433,0
11200841075,434,1
11200861079,435,0
11200881079,436,0
11200901078,437,0
11200921077,438,1
11200941078,439,0
11200961077,440,1
11200981076,441,0
11201001073,442,0
11201021073,443,1
11201041075,444,1
11201061075,445,0
11201081077,446,0
11201101076,447,1
11201121076,448,0
11201141077,449,0
11201161076,450,0
11201181075,451,1
11201201077,452,1
11201221076,453,0
11201241083,454,1
11201261081,455,0
11201281080,456,0
11201301078,457,0
11201321078,458,0
11201341078,459,0
11201361077,460,0
11201381075,461,0
11201401077,462,0
11201421076,463,0
11201441076,464,0
11201461076,465,0
11201481076,466,0
11201501077,467,0
11201521076,468,0
11201541078,469,0
11201561073,470,0
11201581075,471,0
11201601075,472,0
11201621076,473,0
11201641075,474,0
11201661075,475,0
11201681076,476,0
11201701075,477,0
11201721078,478,0
11201741076,479,0
11201761076,480,0
11201781076,481,0
11201801075,482,0
11201821081,483,0
11201841079,484,0
11201861084,485,0
11201881079,486,0
11201901077,487,0
11201921076,488,0
11201941078,489,0
11201961076,490,0
11201981077,491,0
11202001076,492,0
11202021078,493,0
11202041075,494,0
11202061074,495,0
11202081076,496,0
11202101075,497,0
11202121075,498,0
11202141075,499,0
11202161075,500,0
11202181075,501,0
11202201077,502,0
11202221075,503,0
11202241076,504,0
11202261075,505,0
11202281075,506,0
11202301075,507,0
11202321076,508,0
11202341074,509,0
11202361075,510,0
11202381078,511,0
11202401075,512,0
11202421076,513,0
11202441081,514,0
11202461078,515,0
11202481076,516,0
11202501075,517,0
11202521076,518,0
11202541078,519,0
11202561074,520,0
11202581075,521,0
11202601076,522,0
11202621075,523,0
11202641075,524,0
11202661075,525,0
11202681076,526,0
11202701074,527,0
11202721076,528,0
11202741074,529,0
11202761074,530,0
11202781076,531,0
11202801076,532,0
11202821075,533,0
11202841076,534,0
11202861075,535,0
11202881077,536,0
11202901078,537,0
11202921076,538,0
11202941076,539,0
11202961075,540,0
11202981075,541,0
11203001075,542,0
11203021079,543,0
11203041076,544,0
11203061070,545,0
11203081076,546,0
11203101072,547,0
11203121076,548,0
11203141074,549,0
11203161075,550,0
11203181074,551,0
11203201075,552,0
11203221075,553,0
11203241074,554,0
11203261076,555,0
11203281075,556,0
11203301075,557,0
11203321075,558,0
11203341075,559,0
11203361077,560,0
11203381076,561,0
11203401078,562,0
11203421075,563,0
11203441075,564,0
11203461075,565,0
11203481075,566,0
11203501075,567,0
11203521075,568,0
11203541075,569,0
11203561076,570,0
11203581076,571,0
11203601077,572,0
11203621077,573,0
11203641076,574,0
11203661074,575,0
11203681075,576,0
11203701074,577,0
11203721074,578,0
11203741075,579,0
11203761076,580,0
11203781076,581,0
11203801073,582,0
11203821076,583,0
11203841074,584,0
11203861078,585,0
11203881075,586,0
11203901075,587,0
11203921076,588,0
11203941074,589,0
11203961077,590,0
11203981075,591,0
11204001076,592,0
11204021071,593,0
11204041076,594,0
11204061075,595,0
11204081080,596,0
11204101077,597,0
11204121076,598,0
11204141076,599,0
11204161078,600,0
11204181075,601,0
11204201076,602,0
11204221075,603,0
11204241075,604,0
11204261075,605,0
11204281075,606,0
11204301075,607,0
11204321074,608,0
11204341076,609,0
11204361076,610,0
11204381079,611,0
11204401074,612,0
